"","w_value","p_value"
"262",0.312467285652797,5.1522154152751e-07
"263",0.31220608929699,5.13279083210951e-07
"264",0.312016631669744,5.11875001845482e-07
"265",0.313621309315917,5.23897771207154e-07
"266",0.311719551169163,5.09681536022526e-07
"267",0.313477192063603,5.22805826291374e-07
"268",0.312521634837059,5.15626705476041e-07
"269",0.312276486751188,5.1380184561155e-07
"270",0.312719226036084,5.17102570880641e-07
"271",0.312447552856426,5.15074520637697e-07
"272",0.31274118842569,5.17266891378024e-07
"273",0.312066155414824,5.12241630562662e-07
"274",0.311969626672419,5.11527277672136e-07
"275",0.312620386986994,5.16363753095589e-07
"276",0.311914359726191,5.11118756072016e-07
"277",0.312242927287653,5.13552566809451e-07
"278",0.326544452281377,6.32396736078985e-07
"279",0.313542978694116,5.23303976761047e-07
"280",0.311424045509908,5.07509608066814e-07
"281",0.316449483703996,5.4582419218345e-07
"282",0.318651501918608,5.6357108685889e-07
"283",0.311839797671948,5.10568158624453e-07
"284",0.314319450013764,5.29221859716142e-07
"285",0.311663950481864,5.09272124796894e-07
"286",0.311643677700418,5.0912293477455e-07
"287",0.311880190218362,5.10866355799587e-07
"288",0.311717625287383,5.09667349097442e-07
"289",0.313007779574008,5.19265933256236e-07
"290",0.311748235748585,5.09892889438062e-07
"291",0.312831705837959,5.17944720078017e-07
"292",0.313078655485678,5.19798779299477e-07
"293",0.31159474163281,5.08762999321447e-07
"294",0.312147351969632,5.12843340106391e-07
"295",0.312272491592581,5.13772162935791e-07
"296",0.314472131097288,5.30393867804156e-07
"297",0.312414796024284,5.14830561512843e-07
"298",0.319539682592207,5.70901995634812e-07
"299",0.311609412509299,5.08870878417476e-07
